PONTUAL FARMACEUTICA
CONTROLADORA : PONTUAL FARMACÊUTICA NR2006
Resumo de vendas por cliente
01 Outubro 2025 - 09 Fevereiro 2026


Cliente ,CNPJ/CPF ,Vendas ,Representante de vendas ,Parceiro ,UF 
CJ2814 HOSPITAL MARCIO CUNHA - IPATINGA - MG,19878404000100,"R$24.169,56",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2822 FUNDACAO ANTONIO PRUDENTE A C CAMARGO - LIBERDADE - SP,60961968000106,"R$3.886.263,00",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ2823 UNIMED DE RIBEIRAO PRETO - SP,45232246001956,"R$692.194,55",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2867 CENTRO DE ONCOLOGIA UNIMED PORTO ALEGRE - RS,87096616003101,"R$1.566.901,43",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ2868 ABC DATASAUDE SERVICOS FARMACEUTICOS - BRASILIA - DF,01178574000117,"R$156.107,79",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ2880 UNIMED DE BRUSQUE - SC,01554266000149,"R$417.346,75",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ2882 UNIMED DE LONDRINA - PR,75222224000147,"R$4.529.521,72",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ2929 HOSPITAL UNIMED FOZ - FOZ DO IGUAÇU - PR,81697419000227,"R$130.023,93",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ2938 HPM - HOSPITAL PALMAS MEDICAL - TO,12955953000192,"R$454.814,76",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,TO
CJ2948 INSTITUTO DE ONCOLOGIA - JUNDIAI - SP,04468645000104,"R$161.124,48",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2991 UNIMED SUL MINEIRA - POUSO ALEGRE - MG,21490586000190,"R$1.502.621,46",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3006 ANGARA ONCOLOGIA E PARTICIPACOES - AGUAS CLARAS - BRASILIA - DF,35430488000171,"R$105.405,67",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ3022 CENTRO DE ONCOLOGIA MEDSENIOR - VITORIA - ES,31466949000539,"R$539.757,16",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ3024 CETUS ONCOLOGIA - BELO HORIZONTE - MG,03203091000231,"R$740.584,33",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3032 PRONTO SOCORRO MEDSENIOR - BELO HORIZONTE - MG,31466949001772,"R$933.824,71",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MG
CJ3034 UNIMED GUAXUPE - MG,26291484000169,"R$187.849,09",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3057 CORP - SAO JOSE DO RIO PRETO - SP,10576443000189,"R$40.224,18",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ306 CAMED - FORTALEZA - CE,05814777000103,"R$32.311,44",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,CE
CJ3092 SAO LUCAS SAUDE - AMERICANA - SP,96509690000773,"R$499.958,39",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3099 UNIMED CENTRO PAULISTA - LIMEIRA - SP,03230123000107,"R$9.894,48",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3121 UNIMED ALTA MOGIANA - ORLANDIA - SP,57214900000159,"R$102.455,86",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3130 NAIS NUCLEO DE ATENCAO INTEGRAL A SAUDE - SAO LOURENÇO - MG,25471574001817,"R$66.375,56",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3132 UNIDADE ASSISTENCIAL UNIMED BARBACENA - MG,25810946000578,"R$377.532,38",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3159 HOSPITAL DE BASE - SAO JOSE DO RIO PRETO - SP,60003761000129,"R$1.061.093,76",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ3161 IMUNOMED ESPECIALIDADES E CLINICA DE INFUSAO - VITORIA - ES,39387477000107,"R$118.321,65",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ318 CIONC - CENTRO INTEGRADO DE ONCOLOGIA DE CURITIBA - PR,07734165000136,"R$1.408.514,19",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ319 CLINICA DE ONCOLOGIA E MASTOLOGIA DE NATAL - RN,10730521000158,"R$321.904,18",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,RN
CJ3213 ESPACO VIVER BEM EVB - LAVRAS - SP,66477217000600,"R$387.302,17",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3228 UNIMED HOSPITAL SAO DOMINGOS - CATANDUVA - SP,45118429001279,"R$845.261,52",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3231 HOSPITAL UNIMED SAO CARLOS  - UNIDADE II - SP,45359213001548,"R$2.082.017,36",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3234 UNIMED ALFENAS - MG,42946061000196,"R$82.295,89",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3264 NOVO HOSPITAL ROD UNIMED SALTO ITU - SP,58837188001189,"R$7.633,91",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ329 CASEMBRAPA - BRASILIA - DF,08097092000181,"R$5.673,12",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,DF
CJ3290 HOSPITAL UNIMED REGIONAL JAU - SP,02322043000542,"R$902.621,05",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ3297 SERVICO DE QUIMIOTERAPIA UNIMED DE JABOTICABAL - SP,72783970001002,"R$645.192,01",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ330 HOSPITAL - HSM DIAGNOSIS - BELEM - PA,63879381000140,"R$48.286,85",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,PA
CJ3311 DF TRANSPORTES - BRASILIA - DF,11028793000173,"R$78.747,70",,,DF
CJ3332 UNIMED DE LORENA - SP,48717516001150,"R$283.360,75",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ337 HEMOLABOR - GOIANIA - GO,00418954000119,"R$32.425,74",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ3397 ONCOMED BH  - BELO HORIZONTE - MG,00132229000180,"R$3.122.462,63",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ340 HOSPITAL DAHER LAGO SUL - BRASILIA - DF,00382069000127,"R$334.412,27",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ342 HOSPITAL NOSSA SENHORA DAS GRACAS - CURITIBA - PR,76562198000169,"R$4.195,88",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ3423 INCOP INSTITUTO DO CANCER OESTE PAULISTA - PRESIDENTE PRUDENTE  - SP,04766458000107,"R$259.531,70",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ3427 ALBERT SABIN HOSPITAL E MATERNIDADE - ATIBAIA  - SP,04275687000129,"R$108.061,09",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3435 HOSPITAL UNIMED DE RIO CLARO - SP,44663631000590,"R$814.722,26",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3469 ICS INSTITUTO CURITIBA DE SAUDE - CURITIBA - PR,03518900000113,"R$163.706,78",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ3470 ONCO CLINICAS - SOROCABA - SP,60112299000106,"R$1.753.989,28",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ348 IMO - INSTITUTO DE MASTOLOGIA E ONCOLOGIA - GOIANIA - GO,01663814000179,"R$175.525,83",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ3483 UNIMED ITATIBA - SP,06091170000296,"R$18.627,21",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3484 UNIMED CARATINGA - MG,26368613000170,"R$100.717,90",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ352 ICB- INSTITUTO DO CANCER DE BRASILIA - DF,11859927000106,"R$16.700,43",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ3527 ONCONOR - PARACATU - MG,15072419000126,"R$138.994,63",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ353 INGOH - INSTITUTO GOIANO DE ONCOLOGIA E HEMATOLOGIA - GOIANIA - GO,01277573000120,"R$121.869,92",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ3566 HOSPITAL UNIMED CRICIUMA - SC,82996703000348,"R$370.301,25",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ358 MEDRADIUS - MACEIO - AL,03866223000124,"R$11.898,73",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,AL
CJ3596 SAUDE BENEFICENCIA - CAMPINAS - SP,11939445000158,"R$214.348,16",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ3597 UNIMED VARGINHA - MG,17845504000105,"R$231.948,14",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ360 NEOCLINICA ONCOLOGIA - JUIZ DE FORA - MG,01901633000133,"R$270.802,08",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3619 UNIMED TRES PONTAS  - MG,64388812000139,"R$25.468,65",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ364 OMINT SAUDE - SAO PAULO - SP,44673382000190,"R$734.663,24",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ3644 HOSPITAL UNIMED - UNIDADE ANCHIETA - JUNDIAI - SP,56727134001216,"R$381.560,52",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3647 HOSPITAL UNIMED TRES CORACOES - MG,42855999000362,"R$2.430,70",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3651 UNIMED SERRAS DE MINAS - VIÇOSA - MG,66343534000129,"R$109.851,46",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3655 C.T.O. - RIBEIRAO PRETO - SP,04125733000103,"R$261.115,54",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3687 UNIMED DE MOCOCA - SP,00552181000673,"R$224.776,95",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3689 UNIMED ALTO SAO FRANCISCO - FORMIGA - MG,42889436000123,"R$161.272,56",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3700 HOSPITAL UNIMED UBERABA - MG,17774738001504,"R$114.258,36",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3703 HOSPITAL LUXEMBURGO - BELO HORIZONTE - MG,17513235000260,"R$330.094,69",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ373 ONCOVIDA DE GOIANIA - GO,12117055000165,"R$8.989,41",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ3732 S.O.U SERVICO DE ONCOLOGIA DE UBERABA - MG,02100010000124,"R$144.667,37",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3760 CLINICA UNIMED UBERABA - MG,17774738000613,"R$164.736,00",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3772 PLAMHUV - VIÇOSA - MG,14408631000159,"R$32.440,63",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3783 IPC - SAO PAULO - SP,69272466000142,"R$1.395.114,17",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ3788 UNIMED DE LORENA COOPERATIVA DE TRABALHO MEDICO - LORENA - SP,48717516000420,"R$5.661,86",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ3803 UNIMED UBERABA - MG,17774738000966,"R$3.611.085,73",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3807 CAU CENTRO DE ATENDIMENTO UNIMED  - POÇOS DE CALDAS - MG,41781949001478,"R$1.031.662,10",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ382 QUIMIOCLINIC - FORTALEZA - CE,86750254000142,"R$9.758,72",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,CE
CJ383 HOSPITAL PORTUGUES - RECIFE - PE,10892164000124,"R$85.736,21",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,PE
CJ384 HOSPITAL PORTUGUES - SALVADOR - BA,15166416000151,"R$22.317,35",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,BA
CJ3866 HOSPITAL E MATERNIDADE UNIMED DE OURINHOS - SP,51427540000359,"R$110.599,01",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ3872 CENTRO DE ONCOLOGIA UNIMED - CHAPECO - SC,85283299000434,"R$935.439,30",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ3873 ABC DATASAUDE SERVICOS FARMACEUTICOS - HORTOLANDIA - SP,01178574000460,"R$4.659.207,57",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,SP
CJ3874 HOSPITAL UNIMED CIRCUITO DAS AGUAS - SAO LOURENÇO - MG,25471574001906,"R$149.627,14",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3884 CENTRO MEDICO UNIMED SAO SEBASTIAO DO PARAISO - MG,66453168000241,"R$111.912,03",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3893 HOSPITAL 10 JULHO - UNIMED DE PINDAMONHANGABA - SP,47565155000996,"R$155.989,51",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,SP
CJ3922 ONCOMEDICA - VITORIA APART HOSPITAL - FILIAL - VITORIA - ES,02209094000724,"R$110.246,95",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ3923 PERSONAL ONCOLOGIA DE PRECISAO E PERSONALIZADA  - BELO HORIZONTE - MG,00355436000101,"R$43.929,60",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3933 VIVER BEM - UNIMED PATOS DE MINAS - MG,38499547000407,"R$2.389.146,34",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3937 CIAT - CENTRO DE INFUSAO ALTO TIETE - MOJI DAS CRUZES - SP,21925244000155,"R$11.293,08",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ3950 PHS SAMARITANO SAUDE - CAMPINAS - SP,03011072000122,"R$255.909,14",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3953 UNIMED DIVINOPOLIS - CENTRO - MG,25250820000162,"R$341.627,13",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ396 UNIMED CURITIBA - UNIDADE PADRE GERMANO MAYER - PR,75055772002254,"R$2.206.403,45",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ3962 HOSPITAL CARLOS FERNANDO MALZONI - MATAO - SP,52314861000148,"R$75.023,23",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3975 HOSPITAL PADRE ALBINO - CATANDUVA - SP,47074851000819,"R$275.280,37",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3976 UNIMED 24H - PRONTO ATENDIMENTO - PARA DE MINAS - MG,42940528000271,"R$337.932,41",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3978 VALE INFUSOES - SAO JOSE DOS CAMPOS - SP,22434322000181,"R$60.798,60",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ398 CENTRO CLINICO UNIMED - SETOR SUL - GOIANIA - GO,02476067000394,"R$37.839,04",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ3982 FUNDACAO CENTRO MEDICO DE CAMPINAS - SP,44595700000141,"R$9.015,87",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ3985 ESPACO VIVER BEM UNIMED UBERLANDIA - MG,17790718000636,"R$957,44",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3996 IMUNA - TRES CORAÇOES - MG,50247694000134,"R$105.825,96",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ400 HOSPITAL UNIMED MACEIO - AL,12442737000496,"R$1.574.850,08",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,AL
CJ401 UNIMED NATAL - RN,08380701000610,"R$4.467.136,66",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,RN
CJ4012 HOSPITAL POLICLIN - SAO JOSE DOS CAMPOS - SP,45184066000117,"R$181.968,91",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ402 HOSPITAL UNIMED PALMAS - TO,37313475000229,"R$2.485,22",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,TO
CJ4025 HOSPITAL ANCHIETA - TAGUATINGA - DF,02560878000107,"R$222.720,81",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ403 HOSPITAL UNIMED RECIFE - PE,11214624000470,"R$223.598,62",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,PE
CJ4032 SOCIEDADE PORTUGUESA BENEFICENCIA DE SAO CAETANO DO SUL - SP,59307074000118,"R$4.054,20",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ4039 HOSPITAL UNIMED ANTONIO GELIS - LINS -SP,71695746000377,"R$504.733,64",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ404 UNIMED LESTE FLUMINENSE - NITEROI - RJ,28630531000187,"R$77.157,59",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ405 UNIMED SERGIPE - ARACAJU - SE,13360276000122,"R$642.200,74",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,SE
CJ406 UNIMED VALE DO SINOS TORRE I - NOVO HAMBURGO - RS,88258884001444,"R$15.572,76",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ4060 CASA DE SAUDE IMACULADA CONCEICAO - PATO DE MINAS - MG,23343049000142,"R$2.227,50",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ4066 CASSI - CLINICASSI SAO JOSE DO RIO PRETO - SP,33719485004033,"R$469.141,67",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,SP
CJ4073 MEDSENIOR BRASILIA - DF,31466949001853,"R$592.500,57",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,DF
CJ408 HOSPITAL SANTA CECILIA - VOLTA REDONDA - RJ,07265515000758,"R$14.240,62",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ4081 HOSPITAL SAO MARCOS DE UBERABA - MG,25431834000182,"R$2.615,44",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ4084 UNIMED NOROESTE FLUMINENSE - SANTO ANTONIO DE PADUA - RJ,28974020000182,"R$28.164,94",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RJ
CJ4130 CIASU - CENTRO INTEGRADO DE ASSISTENCIA A SAUDE UNIMED - MARINGA - PR,76767219000263,"R$6.660.648,41",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4149 HOSPITAL UNIMED - SANTAREM - PA,10219897000283,"R$68.379,38",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,PA
CJ4160 UNIMED RIO PRONTO ATENDIMENTO FILIAL - COPACABANA - RJ,44987187000487,"R$11.648,00",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ4195 SAO JOAQUIM HOSPITAL E MATERNIDADE - FRANCA - SP,45309606000303,"R$1.939.430,24",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4199 HOSPITAL DAS CLINICAS SAMUEL LIBANIO - POUSO ALEGRE - MG,23951916000475,"R$983,05",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ4207 ONCOVIE SERVICOS DE ONCOLOGIA HEMATOLOGIA E TERAPIA BIOLOGICA - FORTALEZA - CE,16799123000174,"R$34.425,89",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,CE
CJ4208 NOHC - NUCLEO DE ONCOLOGIA E HEMATOLOGIA DO CEARA - FORTALEZA - CE,14475163000305,"R$8.994,24",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,CE
CJ421 HOSPITAL VERA CRUZ - CAMPINAS - SP,46009718000140,"R$4.888.375,60",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4227 UNIMED MACHADO - SP,86584901000193,"R$14.998,09",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ4232 CASA DE SAUDE SANTA HELENA - SAO JOSE DO RIO PRETO - SP,59970947000178,"R$5.221,22",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ424 UNIMED DE PRESIDENTE PRUDENTE - SP,44863959000126,"R$3.522.294,84",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4246 HOSPITAL SAO JOSE - CRISCIUMA - SC,92736040000890,"R$87.158,58",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ4247 HOSPITAL UNIMED COSTA DO SOL - UNIDADE GLORIA - MACAE - RJ,35830868001418,"R$1.019.833,06",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ4249 ONCOCLINICAS ONCO VIDA - BRASILIA - DF,01682668000129,"R$2.679.661,80",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ4253 HOSPITAL SANTA LUCIA - DIVINOPOLIS - MG,20142303000156,"R$959,23",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ4258 IMIP - RECIFE - PE,10988301000129,"R$3.162,13",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,PE
CJ4273 ONCOLOGIA MANTEVIDA - BRASILIA - DF,51142785000178,"R$527.497,32",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ4281 SAO BERNARDO APART HOSPITAL - COLATINA - ES,07039651000134,"R$23.210,88",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,ES
CJ4294 PRONTO ATENDIMENTO CENTRO MEDICO SAO CAMILO - INDAIATUBA - SP,51284123000132,"R$29.999,95",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4295 UNIMED DE BATATAIS - SP,52657079000393,"R$3.569,91",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4308 CION - CENTRO INTEGRADO DE ONCOLOGIA - PORTO ALEGRE - RS,06252780000143,"R$122.762,52",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ4313 HOSPITAL UNIMED AMERICANA - SP,48628366000721,"R$13.543,70",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4384 UNIMED INCONFIDENTES - OURO PRETO - MG,22720791000167,"R$252.992,38",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
