PONTUAL FARMACEUTICA
CONTROLADORA (Consolidado)
Resumo de vendas por cliente
01 Abril 2024 - 11 Fevereiro 2026


Cliente ,Vendas 
CJ4804 SERMED SAUDE - SERTAOZINHO - SP,"R$266.604,02"
CJ4818 HOSPITAL ESTADUAL DE BAURU - SP,"R$100.199,46"
CJ4819 CEMED CARE - NOVA IGUAÇU - RJ,"R$21.963,96"
CJ4820 SANTA CASA DE MISERICORDIA DE VOTUPORANGA - SP,"R$196.278,94"
CJ4825 REMEX ESPECIAL - PASSO FUNDO - RS,"R$90.122,08"
CJ4837 HOSPITAL SAGRADO CORAÇAO DE JESUS - ARAÇATUBA - SP,"R$458.497,11"
CJ4839 HOSPITAL SANTA FILOMENA - RIO CLARO - SP,"R$97.765,27"
CJ4855 UNIMED OS BANDEIRANTES - CTO UNIDADE ITATIBA - SP,"R$249.914,63"
CJ4858 BRASIL SAUDE - NILOPOLIS - RJ,"R$646.583,22"
CJ4869 HOSPITAL ALVORADA MOEMA - SAO PAULO - SP,"R$144.018,53"
CJ4877 HOSPITAL LAR NOSSA SENHORA DAS GRACAS - SAO JOSE DO RIO PRETO - SP,"R$1.801,96"
CJ4879 CENTRO MEDICO UNIMED DE ADAMANTINA - SP,"R$44.439,74"
CJ4890 MCW PRODUTOS MEDICOS E HOSPITALARES - VERA CRUZ - RS,"R$701.231,36"
CJ4898 ELFAR MEDICAMENTOS - BEBEDOURO - SP,"R$2.056,60"
CJ4900 HOSPITAL SAO VICENTE DE PAULO - BOM JESUS DO ITABAPOANA - RJ,"R$3.376,89"
CJ4906 IBCC ONCOLOGIA - SAO PAULO - SP,"R$4.977.786,38"
CJ4918 FUNDACAO PIO XII - HOSPITAL DE AMOR - JALES - SP,"R$54.342,09"
CJ4920 UNIMED DE IBITINGA - MEDICINA PREVENTIVA ITAPOLIS - SP,"R$346.454,39"
CJ4925 CDU - CENTRO DE DIAGNOSTICO UNIMED - BAURU - SP,"R$529.895,10"
CJ4929 HOSPITAL UNIMED - PORTO VELHO - RO,"R$158.644,63"
CJ4941 SANTA CASA DE RIBEIRAO PRETO - SP,"R$207.885,17"
CJ4945 VIVA FARMACEUTICA - BELO HORIZONTE - MG,"R$334.196,79"
CJ4948 VIP FARMA HEALTH SOLUTION IN MEDICINES - SAO PAULO - SP,"R$6.699,63"
CJ4949 CENTRO-TRAUMA ASTRAU - RIO DE JANEIRO - RJ,"R$1.035,10"
CJ4954 NAIC - NAIR ANTUNES INSTITUTO DE CANCER - BAURU - SP,"R$373.580,35"
CJ4957 HOSPITAL SAO LUIZ - ARARAS - SP,"R$8.101,36"
CJ4958 FUNDO ESTADUAL - PORTO VELHO - RO,"R$2.351.323,89"
CJ4959 REMED MEDICAMENTOS ESPECIAIS - FLORIANOPOLIS - SC,"R$40.916,28"
CJ4968 INTEGRALMED DELIVERY - NITEROI - RJ,"R$237.209,22"
CJ4969 INTEGRALMED DISTRIBUIDORA - NITEROI - RJ,"R$2.868.001,58"
CJ4971 MEDSENIOR - PRONTO SOCORRO - RIO DE JANEIRO - RJ,"R$900.505,12"
CJ4975 FUNDO MUNICIPAL DE SAUDE DE JOINVILLE - SC,"R$212.258,19"
CJ4985 UNIMED PRONTO ATENDIMENTO MOCOCA - SP,"R$1.399,20"
CJ4995 ALIRIA MEDICAMENTOS ESPECIAIS - FLORIANOPOLIS - SC,"R$2.224.340,42"
CJ4996 NUCLEO DE ATENCAO INTEGRAL A SAUDE - UNIMED SOROCABA - SP,"R$680.759,88"
CJ4997 HOSPITAL E MATERNIDADE METROPOLITANO - SAO PAULO - SP,"R$1.535,39"
CJ5006 HOSPITAL DO CORACAO - SAO PAULO - SP,"R$1.521.640,02"
CJ5014 CLINICA CARRARO BARRA DA TIJUCA - RIO DE JANEIRO - RJ,"R$1.032,00"
CJ5015 INTEGRALMED DELIVERY - SAO PAULO - SP,"R$29.828,52"
CJ5016 IBCC - INSTITUTO BRASILEIRO DE CONTOLE DO CANCER VILA MARIANA - SAO PAULO - SP,"R$55.340,68"
CJ5036 HOSPITAL UNIMED CAMPO GRANDE - MS,"R$9.801.895,33"
CJ5038 SECRETARIA DE SAUDE DO ESTADO DE TOCANTINS - PALMAS - TO,"R$2.367.235,80"
CJ5040 MUNICIPIO DE TAQUARITINGA - SP,"R$263.617,53"
CJ5043 MUNICIPIO DE JUIZ DE FORA - MG,"R$335.109,82"
CJ5045 HOSPITAL E MATERNIDADE SANTA TEREZA - CAMPINAS - SP,"R$992.927,09"
CJ5054 ABC DISTRIBUIDORA DE MEDICAMENTOS - PATO BRANCO - PR,"R$51.939,87"
CJ5059 HOSPITAL GRAACC-INSTITUTO DE ONCOLOGIA PEDIATRICA (IOP) - SÃO PAULO - SP,"R$7.194,73"
CJ5064 UNIDADE AVANCADA LUZ BUTANTA - SAO PAULO - SP,"R$10.661,16"
CJ5077 GAMSO - BELEM - PA,"R$9.702.711,59"
CJ5080 PREFEITURA MUNICIPAL DE ANGRA DOS REIS - RJ,"R$62.313,12"
CJ5087 PREFEITURA DE SERRA - ES,"R$63.353,66"
CJ5090 S3 MED - VILA VELHA - ES,"R$212.022,24"
CJ5097 SANTA CASA DE MISERICORDIA DE MARILIA - SP,"R$749.062,47"
CJ5105 PRIME MEDICAMENTOS - RECIFE - PE,"R$2.657,46"
CJ5110 DISTRITO FEDERAL SECRETARIA DE SAUDE - BRASILIA - DF,"R$329.868,00"
CJ5112 FILIAL CENTRO MEDICO JARDIM - SANTO ANDRE - SP,"R$30.125,71"
CJ5117 ESTADO DO MARANHAO - SECRETARIA DE ESTADO DA SAUDE - SAO LUIS - MA,"R$341.561,68"
CJ5121 UNIVERSIDADE FEDERAL DO RIO DE JANEIRO - RJ,"R$2.481,60"
CJ5130 INSTITUTO DE ONCOLOGIA DO ARAGUAIA - BARRA DO GARCAS - MT,"R$363.536,63"
CJ5131 UNIMED VALE DO SEPOTUBA - SERVICOS PROPRIOS - TANGARA DA SERRA - MT,"R$982.422,58"
CJ5132 FARMACIA UNIMED - SINOP - MT,"R$1.774.836,95"
CJ5148 HOSPITAL UNIMED RONDONOPOLIS - MT,"R$976.559,43"
CJ5149 UNIMED TERESINA COOPERATIVA DE TRABALHO MEDICO - PI,"R$2.033.197,48"
CJ5152 UNIMED DE RIBEIRAO PRETO - SP,"R$10.333,28"
CJ5169 HOSPITAL MILITAR DE AREA DE CAMPO GRANDE - MS,"R$1.156.329,50"
CJ5170 CENTRO DE TERAPIA INFUSIONAL - BEBEDOURO - SP,"R$1.337.359,18"
CJ5172 CECANS CENTRO DO CANCER DE SINOP - MT,"R$436.369,19"
CJ5175 SAUDE SANTA TEREZA - CAMPINAS - SP,"R$478.107,07"
CJ5177 PREFEITURA MUNICIPAL DE CONTAGEM - MG,"R$117.612,53"
CJ5187 FUNDO MUNICIPAL DE SAUDE - PARATI - RJ,"R$294.563,28"
CJ5192 PRONTO ATENDIMENTO UNIMED DRACENA - SP,"R$449.787,21"
CJ5195 INSTITUTO DE CANCEROLOGIA - VOTUPORANGA - SP,"R$47.386,36"
CJ5202 INSTITUTO VITARE - SAO PAULO - SP,"R$2.055.956,92"
CJ5206 INSTITUTO DO CANCER DE TRES LAGOAS - MS,"R$2.243,18"
CJ5224 CCC - CENTRO DE COMBATE AO CANCER - SÃO PAULO - SP,"R$371.952,26"
CJ5246 HOSPITAL CENTRAL DO EXERCITO - RIO DE JANEIRO - RJ,"R$175.062,98"
CJ5249 INSTITUTO DE PSIQUIATRIA PAULISTA - SAO PAULO - SP,"R$4.556,64"
CJ5254 PRO-GOODS - DELIVERY - SAO PAULO - SP,"R$549.208,47"
CJ5256 PROGOODS - DISTRIBUIDORA - SÃO PAULO - SP,"R$306.254,61"
CJ5261 ONCOCENTER - SAO PAULO - SP,"R$1.690.320,84"
CJ5266 SECRETARIA DE ESTADO DE SAUDE - RIO BRANCO - ACRE,"R$674.000,47"
CJ5267 SANTA CASA - LIMEIRA - SP,"R$252.867,11"
CJ5271 CITAC - CENTRO INTEGRADO DE TRATAMENTO AMBULATORIAL DO CANCER - SANTOS - SP,"R$898.395,22"
CJ5276 HOSPITAL ISRAELITA ALBERTEINSTEIN - SÃO PAULO - SP,"R$2.003.947,16"
CJ5286 ONCOMED - CUIABA - MT,"R$3.185.906,50"
CJ5303 ANETE CLIN  - SÃO PAULO - SP,"R$2.241.510,37"
CJ5305 MEDSENIOR CURITIBA - PR,"R$233.373,18"
CJ5311 GABINETE DO SECRETARIO - SES - RIO DE JANEIRO - RJ,"R$1.232.816,67"
CJ5317 UP FARMACEUTICA - VILA VELHA - ES,"R$170.919,51"
CJ5328 CIP - SAO PAULO - SP,"R$9.258.450,16"
CJ5362 GUSUKUMA OFTALMOLOGIA ESPECIALIZADA - CACOAL - RO,"R$49.063,05"
CJ5365 ESTADO DE MINAS GERAIS - MG,"R$32.402,52"
CJ5370 ONCOVIDA - CUIABA - MT,"R$826.541,15"
CJ5377 OESTE SAUDE - PRESIDENTE PRUDENTE - SP,"R$92.345,88"
CJ5392 DISTRITO FEDERAL - BRASILIA - DF,"-R$5.455,99"
CJ5395 SECRETARIA DE ESTADO DE SAUDE PUBLICA - SESPA - BELEM - PA,"R$1.571.609,69"
CJ5400 FUNDO MUNICIPAL DE SAUDE - SAO JOSE DO VALE DO RIO PRETO - RJ,"R$25.935,15"
CJ5402 HOSPITAL ALBERTO CAVALCANTI - BELO HORIZONTE - MG,"R$125.196,87"
CJ5431 VERA CRUZ PLANO DE SAUDE - CAMPINAS - SP,"R$2.643.647,61"
CJ5438 UNIMED JOAO PESSOA COOPERATIVA DO TRABALHO MEDICO - PB,"R$2.817.234,71"
CJ5459 PRODUFARMA CAPIXABA - CACHOEIRO DE ITAPEMIRIM - ES,"R$2.164,45"
CJ5460 HOSPITAL MUNICIPAL GILSON DE CASSIA MARQUES DE CARVALHO - SÃO PAULO - SP,"R$900.612,36"
CJ5464 INSTITUTO ONCOLOGICO DE RIBEIRAO PRETO - RIBEIRÃO PRETO - SP,"R$140.299,82"
CJ5468 VGR MEDICAL DISTRIBUIDORA E IMPORTADORA DE PRODUTOS MEDICOS - DUQUE DE CAXIAS - RJ,"R$59.172,25"
CJ5474 TOLESUL DISTRIBUIDORA DE MEDICAMENTOS - TOLEDO - PR,"R$56.499,20"
CJ5494 CLAMED - JOINVILLE - SC,"R$4.409,64"
CJ5500 FUNDO MUNICIPAL DE SAUDE DE MENDES - RJ,"R$6.462,65"
CJ5516 PRONTO ATENDIMENTO 24 HORAS UNIMED - ANDRADINA - SP,"R$8.448,00"
CJ5523 ONCOLOGISTAS ASSOCIADOS - SAO PAULO - SP,"R$774.824,79"
CJ5525 HOSPIDROGAS - VILA VELHA - ES,"R$6.441,39"
CJ5526 POSITIVA COMERCIAL - VILA VELHA - ES,"R$46.792,63"
CJ5539 MAIS GENE E MAIS PHARMA - PORTO ALEGRE - RS,"R$55.045,64"
CJ5540 NUCLEO DE REABILITACAO NEUROLOGICO E FISIATRICO - SÃO PAULO - SP,"R$125.506,74"
CJ5545 SMS - SECRETARIA MUNICIPAL DE SAUDE - CUIABÁ - MT,"R$814.528,80"
CJ5557 SAHA INFUSOES - SAO PAULO - SP,"R$139.057,60"
CJ5583 OESTE SAUDE - OPERADORA DE SAÚDE - PRESIDENTE PRUDENTE - SP,"R$13.810,50"
CJ5611 REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA - SÃO PAULO - SP,"R$614.929,55"
CJ5619 GOVERNO DO ESTADO DE PERNAMBUCO - PE,"R$70.356,99"
CJ5623 FLEURY MEDICINA E SAUDE - SÃO PAULO - SP,"R$185.504,55"
CJ5633 ONCOCLINICA DOURADOS - MS,"R$286.337,53"
CJ5636 HG RAUPP ONCOLOGIA BRASIL - CURITIBA - PR,"R$115.835,06"
CJ5640 UNIMED - CATANDUVA - SP,"R$48.994,43"
CJ5645 HOSPITAL UNIMED PRESIDENTE PRUDENTE - SP,"R$5.417,28"
CJ5648 AMBULATORIO QUATA - SP,"R$4.706,24"
CJ5649 RN SEC DA SAUDE PUBLICA GAB SECRETARIO - NATAL - RN,"R$3.142.530,53"
CJ5653 FUNDO ESTADUAL DE SAÚDE - ARACAJU - SE,"R$426.645,89"
CJ5655 SES MT - CUIABA - MT,"R$1.678.658,12"
CJ5659 SESAU - MACEIO - AL,"R$363.417,06"
CJ5662 NOVA LIMA PREFEITURA GABINETE DO PREFEITO - MG,"R$117.371,62"
CJ5665 HOSPITAL EVANGELICO DE SOROCABA - SP,"R$34.977,26"
CJ5667 SAHA SERVICOS MEDICOS E HOSPITALARES - SÃO PAULO - SP,"R$1.351.279,42"
CJ5668 HBLEM HOSPITAL DE BASE LUIS EDUARDO MAGALHAES - ITABUNA - BA,"R$13.956,96"
CJ5680 FARMACIA CENTROFARMA - RONDONOPOLIS - MT,"R$3.825,08"
CJ5681 H.FOA - HOSPITAL DA FOA - VOLTA REDONDA - RJ,"R$175.706,78"
CJ5694 SANTA CASA DE MACEIO - CENTRAL DE DISTRIBUICAO - AL,"R$17.845,37"
CJ5698 UNIMED SAQUAREMA - RJ,"R$178.213,92"
CJ5709 UNIMED OS BANDEIRANTES - UNIDADE BRAGANCA PAULISTA - SP,"R$7.101,60"
CJ5710 ONCOCLINICA S/C LTDA - TERESINA - PI,"R$7.526,80"
CJ5713 INSUMA - RIO DE JANEIRO - RJ,"R$131.511,41"
CJ5714 HOSPITAL AUSTA - SAO JOSE DO RIO PRETO - SP,"R$16.363,35"
CJ5720 INSUMA - SAO PAULO - SP,"R$3.112.777,71"
CJ5721 HOSPITAL DA UNIMED EM JUAZEIRO - BA,"R$102.282,90"
CJ5725 INSUMA - CURITIBA - PR,"R$1.363,64"
CJ5729 GABINETE DO SUPERINTENDENTE - BELO HORIZONTE - MG,"R$21.610,82"
CJ5733 REDE PRIMAVERA - HOSPITAL PRIMAVERA - ARACAJU - SE,"R$543.014,33"
CJ5734 UNIMED TRES RIOS COOPERATIVA DE TRABALHO MEDICO - RJ,"R$122.530,95"
CJ5746 HBL FARMA - CANOAS - RS,"R$12.657,57"
CJ5757 ESPACO SAUDE UNIMED - AMPARO - SP,"R$334.492,75"
CJ5762 ABC FARMACEUTICO - VILA VELHA -ES,"R$399.667,28"
CJ5767 SAO DOMINGOS SAUDE - CATANDUVA - SP,"R$10.236,45"
CJ5772 COMPLEXO HOSPITALAR UNIMED GUARULHOS - SP,"R$397.801,44"
CJ5773 GDS HOSP - APARECIDA DE GOIANIA - GO,"R$2.782,23"
CJ5776 AMAVITA CLINICA ONCOLOGICA - BAURU - SP,"R$138.175,56"
CJ5781 UNIMED SJRPRETO - SAO JOSE DO RIO PRETO - SP,"-R$953,95"
CJ5782 ONCOCENTER - CUIABÁ - MT,"R$1.102.872,91"
CJ5786 SAO JOAO FARMACIAS - PASSO FUNDO - RS,"R$97.344,00"
CJ5788 SAO JOAO FARMACIAS - GRAVATAI - RS,"R$87.298,56"
CJ5799 AC DISTRIBUIDORA - GOIANIA - GO,"R$1.039,10"
CJ5800 FMS - ITAMARAJU - BA,"R$87.343,88"
CJ5812 DIMEBRAS - CASAVEL - PR,"R$15.499,58"
CJ5819 CLINICA DE ONCOLOGIA MEDICA - SAO PAULO - SP,"R$41.135,74"
CJ5833 MEDSENIOR SAO PAULO - SP,"R$60.282,15"
CJ5834 PRONTO SOCORRO MEDSENIOR - BRASÍLIA - DF,"R$33.755,42"
CJ5851 DROGARIA IGUATEMI LTDA - SÃO PAULO - SP,"R$5.203,97"
CJ5855 CERRADO SAUDE - RIO VERDE - GO,"R$2.014,46"
CJ5856 UNIMED ONCOLOGIA E INFUSOES - DOURADOS - MS,"R$647.860,67"
CJ5865 FUNDO MUNICIPAL DE SAUDE DE RIO VERDE - GO,"R$276.999,80"
CJ5866 NIMAI - SAO JOSE DOS CAMPOS - SP,"R$4.433,24"
CJ5894 HOSPITAL GERAL DE MANAUS - AM,"R$515.668,32"
CJ5895 ONCOVIDA - TAUBATE - SP,"R$103.676,87"
CJ5898 REVIVE CLINIC - RIBEIRAO PRETO - SP,"R$10.260,80"
CJ5918 SANTA FILOMENA SAUDE - RIO CLARO - SP,"R$69.246,41"
CJ5941 DRF DISTRIBUIDORA - CURITIBA - PR,"R$14.177,28"
CJ5999 FUNDACAO ESTATAL SAUDE DA FAMILIA DA BAHIA FESF - BA,"R$104.212,80"
CJ6007 SAUDE LIVRE VACINAS - SERTAOZINHO - SP,"R$12.595,20"
CJ6021 VACIVITTA - SALTO - SP,"R$31.107,38"
CJ6042 FARMACIA JULIANA - MATA DE SAO JOAO - BA,"R$3.358,72"
CJ6050 PANVEL FARMACIAS - SAO JOSE DOS PINHAIS - PR,"R$9.744,38"
CJ6052 PANVEL FARMACIAS - ELDORADO DO SUL - RS,"R$21.153,12"
CJ6054 A L DE FREITAS DISTRIBUIDORA - GUARULHOS - SP,"R$4.654,08"
CJ6078 MEDSENIOR PORTO ALEGRE - RS,"R$27.135,30"
CJ6150 HOSP-PHARMA MANIPULACAO E SUPRIMENTOS - PORTO ALEGRE - RS,"R$53.281,60"
CJ6151 GABINETE DO MINISTRO - BRASILIA - DF,"R$450.565,30"
CJ6153 QUIMION DISTRIBUIDORA FARMACEUTICA - LONDRINA - PR,"R$5.005,44"
CJ6171 UNIFARMA - CRICIUMA - SC,"R$1.410,74"
CJ6173 BRAVACINAS - CLINICA DE VACINACAO - ITAJAI - SC,"R$659,85"
CJ6176 INSUMA - RIBEIRAO PRETO - SP,"R$137.583,17"
CJ6178 PMPA - PORTO ALEGRE - RS,"R$20.804,70"
CJ6184 MINISTERIO DA SAUDE - BRASILIA - DF,"R$54.714,03"
CJ6191 IGESP - SAO PAULO - SP,"R$4.787,20"
CJ6192 HOSPITAL HELIOPOLIS - UGA I - SAO PAULO - SP,"R$119.456,68"
CJ6193 INSUMA - BRASILIA - DF,"R$147.723,63"
CJ6194 CLINICASSI JOINVILLE - SC,"R$68.331,52"
CJ6204 HOSPITAL CASSEMS - DOURADOS - MS,"R$2.625,07"
CJ6225 FUNDACAO SAUDE DO ESTADO DO RIO DE JANEIRO - RJ,"R$167.936,35"
CJ6228 CISMARPA - POCOS DE CALDAS - MG,"R$7.590,35"
CJ6234 FUNDO MUNICIPAL DE SAUDE - ANGRA DOS REIS - RJ,"R$24.805,33"
CJ6237 HOSPITAL CASSEMS UNIDADE DE CAMPO GRANDE - MS,"R$7.629,11"
CJ991 UNIMED DE TUPA - SP,"R$305.883,52"
CJ999 AMPLA DROGARIA ESPECIALIZADA - BRASILIA - DF,"R$49.494,61"
232 ASTRAZENECA DO BRASIL LTDA.,"R$12.552.684,18"
Total,"R$550.360.782,61"
