PONTUAL FARMACEUTICA
CONTROLADORA : PONTUAL FARMACÊUTICA NR2006
Resumo de vendas por cliente
01 Julho 2025 - 06 Fevereiro 2026


Cliente ,CNPJ/CPF ,Vendas ,Representante de vendas ,Parceiro ,UF 
CJ2653 HOSPITAL ONCOVIDA - MONTES CLAROS - MG,03006076000112,"R$1.247.987,53",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2658 UNIMED DE JABOTICABAL - SP,72783970000545,"R$191.569,34",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2665 UNIMED NORTE PAULISTA - ITUVERAVA - SP,69087922000427,"R$431.766,11",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2674 HOSPITAL SAO JOSE - REGISTRO - SP,55855555000107,"R$50.116,00",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ2686 UNIMED VARGINHA - MG,17845504000296,"R$1.498,46",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2689 FLEX SOLUCOES EM GESTAO DE SAUDE - ITAJAI - SC,07447729000311,"R$19.946.880,00",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,SC
CJ2691 ONCOLESTE - GOVERNADOR VALADARES - MG,01058512000171,"R$581.172,91",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2696 UNIMED GUARULHOS - SP,74466137001063,"R$888.616,67",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ2704 UNIMED ARAXA - MG,25910449000460,"R$534.212,62",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ2718 ELETROS SAUDE - RIO DE JANEIRO - RJ,34844263000107,"R$45.859,37",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ2732 HOSPITAL SIRIO LIBANES V - ASA NORTE - BRASILIA - DF,61590410002500,"R$4.148.995,05",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,DF
CJ2784 UNIDADE ASSISTENCIAL UNIMED LINHARES - ES,35988963000715,"R$60.698,15",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ2795 UNIMED JUIZ DE FORA HOSPITAL DR HUGO BORGES - JUIZ DE FORA - MG,17689407000847,"R$3.636.515,14",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2805 HOSPITAL UNIMED PRONTO ATENDIMENTO - POÇOS DE CALDAS -MG,41781949000234,"R$13.761,67",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2811 UNIMED ENCOSTA DA SERRA  - TAQUARA - RS,73936395001001,"R$2.213,67",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ2814 HOSPITAL MARCIO CUNHA - IPATINGA - MG,19878404000100,"R$71.530,52",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2822 FUNDACAO ANTONIO PRUDENTE A C CAMARGO - LIBERDADE - SP,60961968000106,"R$5.262.179,62",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ2823 UNIMED DE RIBEIRAO PRETO - SP,45232246001956,"R$2.307.107,24",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2867 CENTRO DE ONCOLOGIA UNIMED PORTO ALEGRE - RS,87096616003101,"R$2.019.108,17",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ2868 ABC DATASAUDE SERVICOS FARMACEUTICOS - BRASILIA - DF,01178574000117,"R$178.725,51",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ2880 UNIMED DE BRUSQUE - SC,01554266000149,"R$627.270,71",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ2882 UNIMED DE LONDRINA - PR,75222224000147,"R$6.665.349,97",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ2929 HOSPITAL UNIMED FOZ - FOZ DO IGUAÇU - PR,81697419000227,"R$325.274,04",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ2938 HPM - HOSPITAL PALMAS MEDICAL - TO,12955953000192,"R$454.814,76",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,TO
CJ2948 INSTITUTO DE ONCOLOGIA - JUNDIAI - SP,04468645000104,"R$210.095,59",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2991 UNIMED SUL MINEIRA - POUSO ALEGRE - MG,21490586000190,"R$2.168.709,40",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ300 GRUPO ACREDITAR TAGUATINGA NORTE - BRASILIA  - DF,03989821000190,"R$62.172,60",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ3006 ANGARA ONCOLOGIA E PARTICIPACOES - AGUAS CLARAS - BRASILIA - DF,35430488000171,"R$105.405,67",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ3019 HOSPITAL SAO FRANCISCO DE ASSIS - GOIANIA - GO,01625151000106,"R$1.889,15",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,GO
CJ3022 CENTRO DE ONCOLOGIA MEDSENIOR - VITORIA - ES,31466949000539,"R$919.110,10",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ3024 CETUS ONCOLOGIA - BELO HORIZONTE - MG,03203091000231,"R$1.781.143,23",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3032 PRONTO SOCORRO MEDSENIOR - BELO HORIZONTE - MG,31466949001772,"R$1.317.411,62",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MG
CJ3034 UNIMED GUAXUPE - MG,26291484000169,"R$444.791,89",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3057 CORP - SAO JOSE DO RIO PRETO - SP,10576443000189,"R$40.224,18",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ306 CAMED - FORTALEZA - CE,05814777000103,"R$40.389,30",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,CE
CJ3075 UNIMED CAMPO BELO - MG,42939207000176,"R$2.553,36",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3092 SAO LUCAS SAUDE - AMERICANA - SP,96509690000773,"R$1.166.036,04",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3099 UNIMED CENTRO PAULISTA - LIMEIRA - SP,03230123000107,"R$19.788,96",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3121 UNIMED ALTA MOGIANA - ORLANDIA - SP,57214900000159,"R$152.485,18",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3130 NAIS NUCLEO DE ATENCAO INTEGRAL A SAUDE - SAO LOURENÇO - MG,25471574001817,"R$99.211,19",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3132 UNIDADE ASSISTENCIAL UNIMED BARBACENA - MG,25810946000578,"R$546.034,31",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3159 HOSPITAL DE BASE - SAO JOSE DO RIO PRETO - SP,60003761000129,"R$1.761.010,63",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ3161 IMUNOMED ESPECIALIDADES E CLINICA DE INFUSAO - VITORIA - ES,39387477000107,"R$118.321,65",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ318 CIONC - CENTRO INTEGRADO DE ONCOLOGIA DE CURITIBA - PR,07734165000136,"R$2.754.224,49",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ319 CLINICA DE ONCOLOGIA E MASTOLOGIA DE NATAL - RN,10730521000158,"R$411.315,14",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,RN
CJ320 VITTA CENTRO DE ONCOLOGIA - ARACAJU - SE,07549453000110,"R$14.597,64",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,SE
CJ3213 ESPACO VIVER BEM EVB - LAVRAS - SP,66477217000600,"R$578.837,57",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3228 UNIMED HOSPITAL SAO DOMINGOS - CATANDUVA - SP,45118429001279,"R$1.452.721,92",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3231 HOSPITAL UNIMED SAO CARLOS  - UNIDADE II - SP,45359213001548,"R$3.014.290,97",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3234 UNIMED ALFENAS - MG,42946061000196,"R$100.525,70",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3264 NOVO HOSPITAL ROD UNIMED SALTO ITU - SP,58837188001189,"R$15.235,39",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ329 CASEMBRAPA - BRASILIA - DF,08097092000181,"R$5.673,12",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,DF
CJ3290 HOSPITAL UNIMED REGIONAL JAU - SP,02322043000542,"R$1.277.673,75",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ3297 SERVICO DE QUIMIOTERAPIA UNIMED DE JABOTICABAL - SP,72783970001002,"R$923.241,56",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ330 HOSPITAL - HSM DIAGNOSIS - BELEM - PA,63879381000140,"R$48.286,85",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,PA
CJ3311 DF TRANSPORTES - BRASILIA - DF,11028793000173,"R$78.747,70",,,DF
CJ3332 UNIMED DE LORENA - SP,48717516001150,"R$422.787,81",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ337 HEMOLABOR - GOIANIA - GO,00418954000119,"R$435.301,02",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ3396 ONCOLIVE - RIO VERDE  - GO,17299312000221,"R$35.151,13",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ3397 ONCOMED BH  - BELO HORIZONTE - MG,00132229000180,"R$6.694.369,67",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ340 HOSPITAL DAHER LAGO SUL - BRASILIA - DF,00382069000127,"R$538.428,99",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ342 HOSPITAL NOSSA SENHORA DAS GRACAS - CURITIBA - PR,76562198000169,"R$908.706,66",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ3423 INCOP INSTITUTO DO CANCER OESTE PAULISTA - PRESIDENTE PRUDENTE  - SP,04766458000107,"R$368.577,88",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ3427 ALBERT SABIN HOSPITAL E MATERNIDADE - ATIBAIA  - SP,04275687000129,"R$108.061,09",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3435 HOSPITAL UNIMED DE RIO CLARO - SP,44663631000590,"R$1.060.692,45",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3469 ICS INSTITUTO CURITIBA DE SAUDE - CURITIBA - PR,03518900000113,"R$415.963,11",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ3470 ONCO CLINICAS - SOROCABA - SP,60112299000106,"R$3.692.366,25",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3476 UNIMED DE MONTE ALTO  - SP,67577171000400,"R$7.397,86",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ348 IMO - INSTITUTO DE MASTOLOGIA E ONCOLOGIA - GOIANIA - GO,01663814000179,"R$239.688,59",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ3483 UNIMED ITATIBA - SP,06091170000296,"R$9.190,65",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3484 UNIMED CARATINGA - MG,26368613000170,"R$117.414,93",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ350 INSTITUTO DE ONCO HEMATOLOGIA DE NATAL - RN,41007998000133,"R$3.270,92",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,RN
CJ3508 UNIMED DE TATUI - SP,00006037000470,"R$34.389,43",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3510 ONCO HUMANITAS  - VARGINHA - MG,07822118000144,"R$1.332,03",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ352 ICB- INSTITUTO DO CANCER DE BRASILIA - DF,11859927000106,"R$16.700,43",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ3525 SANTA CASA DE MISERICORDIA DE ARARAQUARA - SP,43964931000112,"R$2.566,08",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ3527 ONCONOR - PARACATU - MG,15072419000126,"R$138.994,63",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ353 INGOH - INSTITUTO GOIANO DE ONCOLOGIA E HEMATOLOGIA - GOIANIA - GO,01277573000120,"R$177.109,16",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ3566 HOSPITAL UNIMED CRICIUMA - SC,82996703000348,"R$652.809,25",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ358 MEDRADIUS - MACEIO - AL,03866223000124,"R$11.898,73",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,AL
CJ3596 SAUDE BENEFICENCIA - CAMPINAS - SP,11939445000158,"R$322.700,84",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ3597 UNIMED VARGINHA - MG,17845504000105,"R$271.990,43",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ360 NEOCLINICA ONCOLOGIA - JUIZ DE FORA - MG,01901633000133,"R$381.612,47",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3619 UNIMED TRES PONTAS  - MG,64388812000139,"R$60.884,77",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ364 OMINT SAUDE - SAO PAULO - SP,44673382000190,"R$2.126.613,95",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ3644 HOSPITAL UNIMED - UNIDADE ANCHIETA - JUNDIAI - SP,56727134001216,"R$679.271,53",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3647 HOSPITAL UNIMED TRES CORACOES - MG,42855999000362,"R$25.910,52",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3651 UNIMED SERRAS DE MINAS - VIÇOSA - MG,66343534000129,"R$252.595,05",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3655 C.T.O. - RIBEIRAO PRETO - SP,04125733000103,"R$316.607,33",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3687 UNIMED DE MOCOCA - SP,00552181000673,"R$326.508,07",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3689 UNIMED ALTO SAO FRANCISCO - FORMIGA - MG,42889436000123,"R$271.225,36",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3700 HOSPITAL UNIMED UBERABA - MG,17774738001504,"R$137.483,59",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3703 HOSPITAL LUXEMBURGO - BELO HORIZONTE - MG,17513235000260,"R$509.927,42",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ373 ONCOVIDA DE GOIANIA - GO,12117055000165,"R$8.989,41",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ3732 S.O.U SERVICO DE ONCOLOGIA DE UBERABA - MG,02100010000124,"R$192.261,87",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3760 CLINICA UNIMED UBERABA - MG,17774738000613,"R$164.736,00",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3761 CEMED CARE - NITEROI - RJ,07794623004110,"R$23.571,82",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ3772 PLAMHUV - VIÇOSA - MG,14408631000159,"R$43.254,18",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3783 IPC - SAO PAULO - SP,69272466000142,"R$2.365.872,20",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ3788 UNIMED DE LORENA COOPERATIVA DE TRABALHO MEDICO - LORENA - SP,48717516000420,"R$5.661,86",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ3803 UNIMED UBERABA - MG,17774738000966,"R$5.360.349,15",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3805 ESPACO DE SAUDE ONCOLOGIA UNIMED UBERLANDIA - MG,17790718000717,"R$14.425,14",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3807 CAU CENTRO DE ATENDIMENTO UNIMED  - POÇOS DE CALDAS - MG,41781949001478,"R$1.404.691,60",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ382 QUIMIOCLINIC - FORTALEZA - CE,86750254000142,"R$9.758,72",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,CE
CJ383 HOSPITAL PORTUGUES - RECIFE - PE,10892164000124,"R$85.736,21",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,PE
CJ384 HOSPITAL PORTUGUES - SALVADOR - BA,15166416000151,"R$22.317,35",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,BA
CJ3866 HOSPITAL E MATERNIDADE UNIMED DE OURINHOS - SP,51427540000359,"R$202.598,23",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ387 SANTA CASA DE MISERICORDIA DE ITABUNA - BA,14349740000142,"R$12.366,75",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,BA
CJ3872 CENTRO DE ONCOLOGIA UNIMED - CHAPECO - SC,85283299000434,"R$1.176.353,00",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ3873 ABC DATASAUDE SERVICOS FARMACEUTICOS - HORTOLANDIA - SP,01178574000460,"R$6.773.335,00",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,SP
CJ3874 HOSPITAL UNIMED CIRCUITO DAS AGUAS - SAO LOURENÇO - MG,25471574001906,"R$291.797,17",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3884 CENTRO MEDICO UNIMED SAO SEBASTIAO DO PARAISO - MG,66453168000241,"R$201.747,67",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3893 HOSPITAL 10 JULHO - UNIMED DE PINDAMONHANGABA - SP,47565155000996,"R$228.325,03",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,SP
CJ3922 ONCOMEDICA - VITORIA APART HOSPITAL - FILIAL - VITORIA - ES,02209094000724,"R$152.080,97",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ3923 PERSONAL ONCOLOGIA DE PRECISAO E PERSONALIZADA  - BELO HORIZONTE - MG,00355436000101,"R$161.711,84",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3933 VIVER BEM - UNIMED PATOS DE MINAS - MG,38499547000407,"R$3.986.933,17",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3937 CIAT - CENTRO DE INFUSAO ALTO TIETE - MOJI DAS CRUZES - SP,21925244000155,"R$6.159,86",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ3950 PHS SAMARITANO SAUDE - CAMPINAS - SP,03011072000122,"R$399.984,35",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3953 UNIMED DIVINOPOLIS - CENTRO - MG,25250820000162,"R$368.626,86",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ396 UNIMED CURITIBA - UNIDADE PADRE GERMANO MAYER - PR,75055772002254,"R$5.197.315,18",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ3962 HOSPITAL CARLOS FERNANDO MALZONI - MATAO - SP,52314861000148,"R$130.015,79",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3966 UNIMED VALE DO CARANGOLA - CENTRO - MG,86483542000188,"R$5.106,72",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3975 HOSPITAL PADRE ALBINO - CATANDUVA - SP,47074851000819,"R$363.017,42",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3976 UNIMED 24H - PRONTO ATENDIMENTO - PARA DE MINAS - MG,42940528000271,"R$541.940,49",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3978 VALE INFUSOES - SAO JOSE DOS CAMPOS - SP,22434322000181,"R$90.571,34",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ398 CENTRO CLINICO UNIMED - SETOR SUL - GOIANIA - GO,02476067000394,"R$233.450,25",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ3982 FUNDACAO CENTRO MEDICO DE CAMPINAS - SP,44595700000141,"R$19.832,48",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ3985 ESPACO VIVER BEM UNIMED UBERLANDIA - MG,17790718000636,"R$957,44",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ3990 SERVICO DE ATENDIMENTO UNIMED - SETOR OESTE - GOIANIA,02476067000203,"R$46.028,38",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,GO
CJ3996 IMUNA - TRES CORAÇOES - MG,50247694000134,"R$120.817,61",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ400 HOSPITAL UNIMED MACEIO - AL,12442737000496,"R$1.464.818,14",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,AL
CJ401 UNIMED NATAL - RN,08380701000610,"R$4.890.269,72",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,RN
CJ4012 HOSPITAL POLICLIN - SAO JOSE DOS CAMPOS - SP,45184066000117,"R$222.571,43",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ402 HOSPITAL UNIMED PALMAS - TO,37313475000229,"R$160.263,77",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,TO
CJ4025 HOSPITAL ANCHIETA - TAGUATINGA - DF,02560878000107,"R$230.187,69",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ403 HOSPITAL UNIMED RECIFE - PE,11214624000470,"R$287.823,27",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,PE
CJ4032 SOCIEDADE PORTUGUESA BENEFICENCIA DE SAO CAETANO DO SUL - SP,59307074000118,"R$4.054,20",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ4037 HOSPITAL SAO LUCAS - GOVERNADOR VALADARES - MG,20599890000107,"-R$35.450,80",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ4039 HOSPITAL UNIMED ANTONIO GELIS - LINS -SP,71695746000377,"R$739.200,73",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ404 UNIMED LESTE FLUMINENSE - NITEROI - RJ,28630531000187,"R$340.935,20",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ405 UNIMED SERGIPE - ARACAJU - SE,13360276000122,"R$845.343,78",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,SE
