PONTUAL FARMACEUTICA
CONTROLADORA : PONTUAL FARMACÊUTICA NR2006
Resumo de vendas por cliente
01 Abril 2024 - 11 Fevereiro 2026


Cliente ,CNPJ/CPF ,Vendas ,Representante de vendas ,Parceiro ,UF 
CJ150 UNIMED BELO HORIZONTE - BETIM - MG,16513178006611,"R$683.197,16",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ152 UNIMED CAMPOS DOS GOYTACAZES - RJ,40294225000201,"R$3.250.310,38",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ153 UNIMED CATAGUASES - CENTRO - MG,64327059000171,"R$7.465,99",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ156 UNIMED DE BARRA MANSA - SP,29290152000158,"R$730.451,60",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1565 HOSPITAL RIOS D'OR FREGUESIA - RIO DE JANEIRO - RJ,29259736000403,"R$5.436,77",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1568 HOSPITAL UNIMED RIO VERDE - GO,37275625000419,"R$1.580.534,65",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ157 HOSPITAL UNIMED BIRIGUI - SP,65732836000398,"R$837.957,58",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ1572 UNIMED GERAIS DE MINAS - CURVELO - MG,26189530000113,"R$1.386.169,91",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ159 UNIMED DE NOVA FRIBURGO - RJ,29135795000208,"R$5.404.418,35",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ160 UNIMED DE PINDAMONHANGABA - SP,47565155000139,"R$9.163,00",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ161 UNIMED DE PIRACICABA - SP,44803922000293,"R$6.521.180,46",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ1615 UNIMED REGIONAL SUL GOIAS - ITUMBIARA - GO,33546979000319,"R$452.528,61",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ1626 CASA DE SAUDE DIVINO ESPIRITO SANTO - CARATINGA - MG,19313618000130,"R$3.263,51",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ163 HOSPITAL UNIMED SANTA BARBARA D'OESTE - SP,48628366000217,"R$5.292.627,46",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ1632 ONCOLOGIA REDE D'OR - RIO DE JANEIRO - RJ,28000107002879,"R$3.784,00",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ164 UNIMED DE VOLTA REDONDA - RJ,35917970000726,"R$5.795.775,23",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1643 CLICASSI BELO HORIZONTE - MG,33719485001018,"R$826.161,29",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,MG
CJ165 HOSPITAL UNIMED GOVERNADOR VALADARES - MG,42892281000346,"R$1.720.129,72",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ166 UNIMED JUIZ DE FORA - MG,17689407000170,"R$1.100.927,90",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ1665 IRMANDADE DA SANTA CASA DE MISERICORDIA DE PIRACICABA - SP,54370630000187,"R$389.090,57",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ167 UNIMED MARQUES DE VALENÇA - RJ,00368318000391,"R$181.124,32",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ168 UNIMED NORTE DE MINAS - MONTES CLAROS - MG,16921561000163,"R$368.608,47",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ1681 HOSPITAL SIRIO LIBANES UNIDADE ITAIM - SP,61590410000396,"R$246.566,97",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ169 HOSPITAL UNIMED NOROESTE CAPIXABA - COLATINA - ES,39384664000218,"R$223.432,62",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ1691 INSTITUTO D CLINICAS E CIRURGIA DE JUIZ DE F,25415993000193,"R$1.461.364,78",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ172 UNIMED NORTE FLUMINENSE - SILVA JARDIM - RJ,30417661000188,"R$978.376,73",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ173 UNIMED NOVA IGUACU - RJ,28714533000154,"R$3.044.397,40",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ174 HOSPITAL UNIMED PETROPOLIS - RJ,28806545000532,"R$865.497,90",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1742 CRUZ AZUL DE SAO PAULO - SP,62106505000192,"R$2.899.690,72",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ176 HOSPITAL UNIMED RESENDE - RJ,68709211000212,"R$1.782.729,50",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1760 CASA DE SAUDE SANTA THEREZINHA TIJUCA - RIO DE JANEIRO - RJ,33575127000600,"R$15.033,07",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ1779 AUSTACLINICAS ASSISTENCIA MEDICA E HOSPITALAR - SAO JOSE DO RIO PRETO - SP,59847780000152,"R$2.329.524,01",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ179 UNIMED RIO BOTAFOGO - RIO DE JANEIRO - RJ,09219138000401,"R$1.364.311,41",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1796 HOSPITAL DO CIRCULO - CAXIAS DO SUL - RS,88645403001372,"R$543.727,52",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ180 UNIMED RIO BARRA DA TIJUCA - RIO DE JANEIRO - RJ,09219138000584,"R$139.084,41",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1807 ASSOCIACAO CASA FONTE DA VIDA - JACAREI - SP,50460351000153,"R$30.335,34",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ182 SANTOS DUMONT HOSPITAL - UNIDADE TIVOLI - SAO JOSE DOS CAMPO - SP,60214517001691,"R$6.802.732,25",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ183 UNIMED DE SAO JOSE DO RIO PRETO - JARDIM ALTO DO RIO PRETO - SP,45100138000362,"R$20.740.107,59",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ1830 UNIMED DE BAURU - SP,44456036000311,"R$6.636.612,89",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ186 HOSPITAL UNIMED VITORIA - ES,27578434001525,"R$38.023.430,81",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ1881 HOSPITAL SANTA LUCIA - BRASILIA - DF,00025841000153,"R$1.909,78",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ189 NEON - VILA VELHA - ES,04786490000154,"R$279.698,38",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ1900 COMPLEXO HOSPITALAR SANTA CASA BRAGANCA PAULISTA - SP,45615309000124,"R$1.935.614,06",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ191 NOTRE DAME INTERMEDICA SAUDE CENTRO RJ,44649812025718,"R$649.962,35",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ193 HOSPITAL SIRIO LIBANES - ASA SUL - BRASILIA - DF,61590410000558,"R$3.186.438,43",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,DF
CJ194 HOSPITAL SIRIO LIBANES IV - ASA SUL - BRASILIA - DF,61590410001287,"R$12.262.032,26",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,DF
CJ195 UNIMED RONDONOPOLIS - MT,24676884000914,"R$3.340,05",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MT
CJ1969 LEVE SAUDE BARRA DA TIJUCA - RIO DE JANEIRO - RJ,36503186000149,"R$69.597,95",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1994 PETROLEO BRASILEIRO - RIO DE JANEIRO - RJ,39427632000171,"R$271.874,66",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ2001 UNIMED DE SANTOS - SP,58229691001402,"R$13.694.206,46",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ2007 HOSPITAL SAO VICENTE - SAO JOSÉ DO RIO PARDO -SP,59901454000186,"R$188.869,46",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ202 ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL - SAO PAULO - SP,49320799000192,"R$58.075,69",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ2020 UNIMED DE ASSIS - SP,54991211000405,"R$59.820,31",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ2022 HOSPITAL UNIMED LIMEIRA - SP,50480953000253,"R$3.386.374,33",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ203 UNIMED DE BARRETOS - SP,71925531000303,"R$280.466,82",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2032 UNIMED CAMPINAS - SP,46124624002599,"R$6.455,72",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2034 UNIMED DE JUNDIAI - SP,56727134000163,"R$1.009.632,64",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ204 UNIMED LESTE PAULISTA - SAO JOAO DA BOA VISTA - SP,53678264000246,"R$4.553.027,58",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ206 HOSPITAL UNIMED SUL CAPIXABA - CACHOEIRO DE ITAPEMIRIM - ES,32440968002098,"R$3.018.509,95",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ208 UNIMED DE SAO ROQUE - SP,74521188000230,"R$585.587,01",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ2084 H.B. SAUDE PRESTAÇÃO DE SERVIÇOS MEDICOS - MIRASSOL - SP,07179361000862,"R$125.434,60",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2090 UNIMED BEBEDOURO - SP,60633369000678,"R$242.088,31",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ210 CLINICASSI - BRASILIA - DF,33719485006087,"R$2.406.318,70",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,DF
CJ2141 UNIMED DE MARILIA - SALGADO FILHO - SP,66872888000160,"R$10.547.058,65",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ2157 NOTRE DAME INTERMEDICA SAUDE LAPA DE BAIXO - SOROCABA - SP,44649812006926,"R$1.434.841,68",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ2173 HOSPITAL UNIMED ITAJUBA - MG,23802218000246,"R$413.776,26",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2185 HOSPITAL BENEFICENTE UNIMAR - MARILIA - SP,09528436000122,"R$3.276.701,59",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ2209 NOTRE DAME INTERMEDICA SAUDE SANTA CECILIA - MOGI DAS CRUZES - SP,44649812021216,"R$2.681.382,38",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ2210 UBERLANDIA MEDICAL CENTER - UBERLANDIA - MG,17087591000189,"R$9.436,62",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ2288 GS PLANO GLOBAL DE SAUDE - NOVA FRIBURGO - RJ,04165719000133,"R$88.143,57",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ2411 HOSPITAL MATER DEI BETIM - MG,16676520000825,"R$137.038,06",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2527 HOSPITAL GPACI SOROCABA - SP,50819523000132,"R$47.009,72",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2624 ONCOFARMA - SANTO AMARO - SP,01529206000176,"R$1.579.983,20",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,SP
CJ2630 UNIMED DE AVARE - SP,50368034000373,"R$1.234.923,13",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ2633 UNIMED DE CAPIVARI COOPERATIVA DE TRABALHO MEDICO - CAPIVARI - SP,59499251000296,"R$362.428,73",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2642 HOSP RENASCENCA CAMPINAS - SP,44649812019238,"R$36.680,00",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ2650 HOSPITAL MODELO - SOROCABA - SP,44649812008899,"R$98.245,84",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ2653 HOSPITAL ONCOVIDA - MONTES CLAROS - MG,03006076000112,"R$1.532.697,88",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2658 UNIMED DE JABOTICABAL - SP,72783970000545,"R$305.540,43",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2665 UNIMED NORTE PAULISTA - ITUVERAVA - SP,69087922000427,"R$872.319,51",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2674 HOSPITAL SAO JOSE - REGISTRO - SP,55855555000107,"R$164.357,51",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ2686 UNIMED VARGINHA - MG,17845504000296,"R$4.407,11",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2689 FLEX SOLUCOES EM GESTAO DE SAUDE - ITAJAI - SC,07447729000311,"R$25.202.426,73",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,SC
CJ2691 ONCOLESTE - GOVERNADOR VALADARES - MG,01058512000171,"R$1.530.287,06",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2696 UNIMED GUARULHOS - SP,74466137001063,"R$913.773,23",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ2697 NOTRE DAME INTERMEDICA SAUDE CENTRO CLINICO JUNDIAI - SP,44649812028067,"R$35.375,00",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ2704 UNIMED ARAXA - MG,25910449000460,"R$1.496.611,57",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ2718 ELETROS SAUDE - RIO DE JANEIRO - RJ,34844263000107,"R$471.387,02",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ2724 UNIMED MOCOCA - JARDIM SANTA CECILIA -SP,00552181000401,"R$133.900,88",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2732 HOSPITAL SIRIO LIBANES V - ASA NORTE - BRASILIA - DF,61590410002500,"R$4.194.354,60",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,DF
CJ2766 HOSPITAL E MATERNIDADE SALVALUS - SAO PAULO  - SP,44649812028490,"R$98.731,86",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ2784 UNIDADE ASSISTENCIAL UNIMED LINHARES - ES,35988963000715,"R$639.903,53",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ2795 UNIMED JUIZ DE FORA HOSPITAL DR HUGO BORGES - JUIZ DE FORA - MG,17689407000847,"R$5.292.657,94",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2797 CLINICASSI SAO PAULO - CENTRO - SP,33719485001875,"R$373.411,02",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,SP
CJ2805 HOSPITAL UNIMED PRONTO ATENDIMENTO - POÇOS DE CALDAS -MG,41781949000234,"R$149.789,16",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2811 UNIMED ENCOSTA DA SERRA  - TAQUARA - RS,73936395001001,"R$2.213,67",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ2814 HOSPITAL MARCIO CUNHA - IPATINGA - MG,19878404000100,"R$217.417,86",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2822 FUNDACAO ANTONIO PRUDENTE A C CAMARGO - LIBERDADE - SP,60961968000106,"R$6.664.550,64",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ2823 UNIMED DE RIBEIRAO PRETO - SP,45232246001956,"R$6.469.418,20",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2867 CENTRO DE ONCOLOGIA UNIMED PORTO ALEGRE - RS,87096616003101,"R$2.233.736,87",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ2868 ABC DATASAUDE SERVICOS FARMACEUTICOS - BRASILIA - DF,01178574000117,"R$969.419,02",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ2880 UNIMED DE BRUSQUE - SC,01554266000149,"R$1.461.609,62",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ2882 UNIMED DE LONDRINA - PR,75222224000147,"R$16.521.747,56",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ2923 IHG - CENTRO DE ONCOLOGIA - GOIANIA - GO,01275163000140,"R$1.240.973,00",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ2929 HOSPITAL UNIMED FOZ - FOZ DO IGUAÇU - PR,81697419000227,"R$750.233,05",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ2938 HPM - HOSPITAL PALMAS MEDICAL - TO,12955953000192,"R$461.046,82",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,TO
CJ2948 INSTITUTO DE ONCOLOGIA - JUNDIAI - SP,04468645000104,"R$962.147,88",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2991 UNIMED SUL MINEIRA - POUSO ALEGRE - MG,21490586000190,"R$3.566.186,97",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ300 GRUPO ACREDITAR TAGUATINGA NORTE - BRASILIA  - DF,03989821000190,"R$155.036,60",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ3006 ANGARA ONCOLOGIA E PARTICIPACOES - AGUAS CLARAS - BRASILIA - DF,35430488000171,"R$105.405,67",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ3014 FUNDACAO PIO XII - DR PAULO PRATA - BARRETOS - SP,49150352000201,"R$110.776,91",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3019 HOSPITAL SAO FRANCISCO DE ASSIS - GOIANIA - GO,01625151000106,"R$1.889,15",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,GO
CJ3022 CENTRO DE ONCOLOGIA MEDSENIOR - VITORIA - ES,31466949000539,"R$3.384.956,14",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ3023 CENTRO DE ONCOLOGIA MEDSENIOR - BELO HORIZONTE - MG,31466949001691,"R$19.367,04",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MG
CJ3024 CETUS ONCOLOGIA - BELO HORIZONTE - MG,03203091000231,"R$3.617.213,41",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ303 HOSPITAL ARAUJO JORGE - GOIANIA - GO,01585595000157,"R$4.471,20",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ3032 PRONTO SOCORRO MEDSENIOR - BELO HORIZONTE - MG,31466949001772,"R$1.838.104,86",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MG
CJ3034 UNIMED GUAXUPE - MG,26291484000169,"R$818.442,72",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3057 CORP - SAO JOSE DO RIO PRETO - SP,10576443000189,"R$59.452,18",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ3058 UNIMED DE VOTUPORANGA - SP,53807475000584,"R$107.840,22",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ306 CAMED - FORTALEZA - CE,05814777000103,"R$187.098,60",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,CE
CJ3075 UNIMED CAMPO BELO - MG,42939207000176,"R$5.957,84",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ308 CEBROM - GOIANIA - GO,00754174000140,"R$21.240,00",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,GO
CJ3092 SAO LUCAS SAUDE - AMERICANA - SP,96509690000773,"R$1.994.923,75",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3099 UNIMED CENTRO PAULISTA - LIMEIRA - SP,03230123000107,"R$829.092,56",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3121 UNIMED ALTA MOGIANA - ORLANDIA - SP,57214900000159,"R$442.864,11",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ3130 NAIS NUCLEO DE ATENCAO INTEGRAL A SAUDE - SAO LOURENÇO - MG,25471574001817,"R$147.428,46",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3132 UNIDADE ASSISTENCIAL UNIMED BARBACENA - MG,25810946000578,"R$1.175.702,49",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3146 NOTRE DAME INTERMEDICA SAUDE - MOOCA - SP,44649812028903,"R$466.403,00",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ3159 HOSPITAL DE BASE - SAO JOSE DO RIO PRETO - SP,60003761000129,"R$2.629.728,46",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ3161 IMUNOMED ESPECIALIDADES E CLINICA DE INFUSAO - VITORIA - ES,39387477000107,"R$118.321,65",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ318 CIONC - CENTRO INTEGRADO DE ONCOLOGIA DE CURITIBA - PR,07734165000136,"R$4.303.568,70",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ319 CLINICA DE ONCOLOGIA E MASTOLOGIA DE NATAL - RN,10730521000158,"R$411.315,14",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,RN
CJ3194 SAO LUIZ UNIDADE ITAIM - SP,06047087000210,"R$14.209,53",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ3196 CID CENTRO DE INFUSAO - BOTAFOGO - RJ,10922058000146,"R$5.995,46",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ320 VITTA CENTRO DE ONCOLOGIA - ARACAJU - SE,07549453000110,"R$14.597,64",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,SE
CJ3213 ESPACO VIVER BEM EVB - LAVRAS - SP,66477217000600,"R$1.528.316,81",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ3215 NOTRE DAME INTERMEDICA SAUDE - MOJI DAS CRUZES - SP,44649812027761,"R$37.263,60",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ3228 UNIMED HOSPITAL SAO DOMINGOS - CATANDUVA - SP,45118429001279,"R$2.371.457,05",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
